cid,eid1,eid2,eid3,xy
811,593,594,595,"[[25.10740122711, 12.349836500093], [24.841774384682, 11.946218239718], [25.438897646742, 12.045394415074], [25.10740122711, 12.349836500093]]"
812,305,439,570,"[[32.079748421962, 12.43050135444], [32.569836971623, 12.330291948323], [32.524834844701, 12.885136374994], [32.079748421962, 12.43050135444]]"
813,404,465,596,"[[8.887227282086, 8.507956180761], [8.435296140196, 7.917698258954], [9.310525756565, 7.757673225204001], [8.887227282086, 8.507956180761]]"
814,511,414,536,"[[11.770684284965, 11.703966348487999], [11.691937554169, 11.18488563234], [12.198915974030001, 11.422693358726999], [11.770684284965, 11.703966348487999]]"
815,149,597,506,"[[1.633072458255, 1.683054474554], [2.326175918788, 1.734158285328], [1.80874658472, 2.134154992533], [1.633072458255, 1.683054474554]]"
816,18,572,149,"[[1.104167699931, 1.42489960814], [1.5499106217969998, 1.182760158652], [1.633072458255, 1.683054474554], [1.104167699931, 1.42489960814]]"
817,544,8,553,"[[3.339028502188, 3.477940162884], [3.687289016475, 3.069021080454], [3.6960434955659998, 3.5610484529320003], [3.339028502188, 3.477940162884]]"
818,553,8,598,"[[3.6960434955659998, 3.5610484529320003], [3.687289016475, 3.069021080454], [4.094820808214, 3.382463743293], [3.6960434955659998, 3.5610484529320003]]"
819,547,574,599,"[[11.491777753108, 10.686841124213], [11.760987843771, 9.878971298518], [12.22132157375, 10.570076431199], [11.491777753108, 10.686841124213]]"
820,452,555,590,"[[16.841533730821, 12.611770486188], [16.412699900727, 12.235306961364], [17.057155051492, 11.747926004753001], [16.841533730821, 12.611770486188]]"
821,497,441,440,"[[33.307890404310996, 11.945745387868], [33.114916026304996, 12.373537155963], [32.811409795017, 11.947520351312999], [33.307890404310996, 11.945745387868]]"
822,537,600,580,"[[37.591978335601, 11.653641579556], [37.030434443902, 11.159453413857], [37.594680688419, 10.624724363608001], [37.591978335601, 11.653641579556]]"
823,589,601,602,"[[26.94974695424, 11.470301614451001], [26.908699033507, 10.802690138712], [27.370790966511997, 11.262231989166999], [26.94974695424, 11.470301614451001]]"
824,137,428,307,"[[31.419786169935, 13.157807054119], [31.451238890423003, 12.513080607767], [31.788895140435, 12.960495166331999], [31.419786169935, 13.157807054119]]"
825,375,374,529,"[[7.814331259862, 7.641678210836001], [7.214466332321, 7.619980184663], [7.470107036967, 7.026457242216001], [7.814331259862, 7.641678210836001]]"
826,466,603,604,"[[9.704100055172, 8.670366963009], [10.552268563641, 8.141667735307], [10.61214682408, 8.924335390090999], [9.704100055172, 8.670366963009]]"
827,605,540,399,"[[28.369990630461, 12.038700674248], [28.569129714466, 12.468814103242], [28.172062713437, 12.315649371067], [28.369990630461, 12.038700674248]]"
828,567,606,464,"[[29.009003250551, 11.470269539679], [29.265567792600997, 10.716876260955], [29.570319025169, 11.330991400761], [29.009003250551, 11.470269539679]]"
829,178,473,190,"[[27.428698117099, 13.188833210439], [27.643205279447, 12.755377924557], [27.982014063413, 13.070739982876], [27.428698117099, 13.188833210439]]"
830,521,205,540,"[[29.052436243209996, 12.350674702358], [28.819869862757002, 12.772623301872999], [28.569129714466, 12.468814103242], [29.052436243209996, 12.350674702358]]"
831,159,341,154,"[[21.525266071495, 13.367332578431], [21.867410594882998, 12.910224076537002], [21.987705097029, 13.642300847126], [21.525266071495, 13.367332578431]]"
832,341,159,448,"[[21.867410594882998, 12.910224076537002], [21.525266071495, 13.367332578431], [21.345965134145, 12.722486417758], [21.867410594882998, 12.910224076537002]]"
833,448,491,571,"[[21.345965134145, 12.722486417758], [20.818341251057998, 12.147574682504999], [21.695911636885, 12.014048376705], [21.345965134145, 12.722486417758]]"
834,340,341,526,"[[22.292321537795, 13.265748433282], [21.867410594882998, 12.910224076537002], [22.356956275117003, 12.647261118552999], [22.292321537795, 13.265748433282]]"
835,312,492,449,"[[25.179452492817003, 13.184768944607999], [25.030992223178, 12.748631179872], [25.515554371466997, 12.649090215216], [25.179452492817003, 13.184768944607999]]"
836,403,365,607,"[[24.660576422233, 13.007035657202001], [24.196015133200998, 13.238996060065], [24.235390487384, 12.709129869286], [24.660576422233, 13.007035657202001]]"
837,552,553,598,"[[3.956158022596, 3.916618776428], [3.6960434955659998, 3.5610484529320003], [4.094820808214, 3.382463743293], [3.956158022596, 3.916618776428]]"
838,552,581,495,"[[3.956158022596, 3.916618776428], [4.519455794633, 3.630947440359], [4.386496178736, 4.119508868219], [3.956158022596, 3.916618776428]]"
839,547,376,554,"[[11.491777753108, 10.686841124213], [10.842225950367, 10.817510623178999], [11.124042741122999, 10.252033770921], [11.491777753108, 10.686841124213]]"
840,361,608,417,"[[13.596088863994998, 12.400837842367], [13.944746879119, 11.904110903805], [14.186475611379997, 12.402754886806], [13.596088863994998, 12.400837842367]]"
841,494,496,609,"[[4.616379067138, 4.526478849208], [4.961000296591, 3.912601670365], [5.247666315330001, 4.335889991613], [4.616379067138, 4.526478849208]]"
842,375,529,610,"[[7.814331259862, 7.641678210836001], [7.470107036967, 7.026457242216001], [8.346200485161999, 7.046035594073], [7.814331259862, 7.641678210836001]]"
843,611,296,560,"[[39.384860420026, 9.748672302411], [39.360997573917, 10.697704922999], [38.541869534351, 10.534371518573], [39.384860420026, 9.748672302411]]"
844,612,539,561,"[[40.434315052712, 11.409946849453002], [39.798355647494, 11.197171632211], [40.197479334346, 10.583109738848], [40.434315052712, 11.409946849453002]]"
845,363,396,436,"[[29.716914797112004, 13.116801015961], [29.524883773813, 12.833213614426], [29.928352148403, 12.697623928817999], [29.716914797112004, 13.116801015961]]"
846,445,497,588,"[[33.699276317817, 11.946329196895], [33.307890404310996, 11.945745387868], [33.706411590696995, 11.56220570691], [33.699276317817, 11.946329196895]]"
847,247,232,437,"[[30.382282996620003, 12.585450690934], [30.340170506360998, 13.209128097623001], [30.061705712213, 13.044036767720002], [30.382282996620003, 12.585450690934]]"
848,504,487,486,"[[33.470093806687004, 12.712030488978], [33.863936682967, 12.782412669358001], [33.729105141958, 13.048343014968], [33.470093806687004, 12.712030488978]]"
849,461,460,582,"[[33.735246256373, 9.401867173436], [33.677801170483, 10.682433906233], [32.77954448746, 10.537951701233], [33.735246256373, 9.401867173436]]"
850,565,613,605,"[[28.537324356819, 11.665840879146], [28.786768280918004, 12.019441910067], [28.369990630461, 12.038700674248], [28.537324356819, 11.665840879146]]"
851,497,440,578,"[[33.307890404310996, 11.945745387868], [32.811409795017, 11.947520351312999], [32.871159451142, 11.512264558315001], [33.307890404310996, 11.945745387868]]"
852,440,614,578,"[[32.811409795017, 11.947520351312999], [32.316328391811, 11.604631516859], [32.871159451142, 11.512264558315001], [32.811409795017, 11.947520351312999]]"
853,522,542,523,"[[30.817339156522003, 10.965957478965], [30.585948456753997, 11.872313095171], [30.127386488277, 11.4836185606], [30.817339156522003, 10.965957478965]]"
854,542,392,523,"[[30.585948456753997, 11.872313095171], [30.052490105352, 12.210572097077], [30.127386488277, 11.4836185606], [30.585948456753997, 11.872313095171]]"
855,558,557,615,"[[27.878307541269002, 11.986499246766], [27.784185733718, 11.404431914615], [28.154538637277998, 11.699872963661], [27.878307541269002, 11.986499246766]]"
856,396,395,442,"[[29.524883773813, 12.833213614426], [29.178189982105998, 12.754558564454], [29.369945882866997, 12.493448291715], [29.524883773813, 12.833213614426]]"
857,588,497,579,"[[33.706411590696995, 11.56220570691], [33.307890404310996, 11.945745387868], [33.282039865729, 11.335901824265001], [33.706411590696995, 11.56220570691]]"
858,431,501,564,"[[34.524686355298, 12.409674920659], [34.135896571612, 12.297678971614001], [34.423156721934, 12.050279782218], [34.524686355298, 12.409674920659]]"
859,616,617,594,"[[24.905634671117, 11.314189410452], [25.361293311307996, 11.498448820949], [24.841774384682, 11.946218239718], [24.905634671117, 11.314189410452]]"
860,487,502,427,"[[33.863936682967, 12.782412669358001], [34.186959159488, 12.649830144225], [34.136783512873, 12.988746781568], [33.863936682967, 12.782412669358001]]"
861,570,306,305,"[[32.524834844701, 12.885136374994], [32.180496019168, 13.177654546418], [32.079748421962, 12.43050135444], [32.524834844701, 12.885136374994]]"
862,194,489,569,"[[35.372320811601, 12.604089872563], [35.260585663244, 11.868012054143], [35.744821102795, 12.247151097927999], [35.372320811601, 12.604089872563]]"
863,392,542,247,"[[30.052490105352, 12.210572097077], [30.585948456753997, 11.872313095171], [30.382282996620003, 12.585450690934], [30.052490105352, 12.210572097077]]"
864,397,438,190,"[[28.125316463125, 12.689365989238999], [28.447276225479, 12.920395027646], [27.982014063413, 13.070739982876], [28.125316463125, 12.689365989238999]]"
865,394,393,442,"[[29.602234674903002, 12.005867236865999], [29.681296414471998, 12.47163855957], [29.369945882866997, 12.493448291715], [29.602234674903002, 12.005867236865999]]"
866,486,505,504,"[[33.729105141958, 13.048343014968], [33.321048667055, 13.063889265543], [33.470093806687004, 12.712030488978], [33.729105141958, 13.048343014968]]"
867,577,501,446,"[[34.125640333423, 11.843451973844], [34.135896571612, 12.297678971614001], [33.855106809377, 12.206876532104001], [34.125640333423, 11.843451973844]]"
868,438,540,205,"[[28.447276225479, 12.920395027646], [28.569129714466, 12.468814103242], [28.819869862757002, 12.772623301872999], [28.447276225479, 12.920395027646]]"
869,473,618,398,"[[27.643205279447, 12.755377924557], [27.505263205654, 12.301168492633], [27.855259907098, 12.421663959707], [27.643205279447, 12.755377924557]]"
870,619,620,587,"[[31.743736171639, 10.70172949938], [31.756938346471, 11.782879747528998], [31.199074562704002, 11.71792737826], [31.743736171639, 10.70172949938]]"
871,578,614,582,"[[32.871159451142, 11.512264558315001], [32.316328391811, 11.604631516859], [32.77954448746, 10.537951701233], [32.871159451142, 11.512264558315001]]"
872,439,614,440,"[[32.569836971623, 12.330291948323], [32.316328391811, 11.604631516859], [32.811409795017, 11.947520351312999], [32.569836971623, 12.330291948323]]"
873,615,605,558,"[[28.154538637277998, 11.699872963661], [28.369990630461, 12.038700674248], [27.878307541269002, 11.986499246766], [28.154538637277998, 11.699872963661]]"
874,566,606,567,"[[28.685178188765, 11.158039810127999], [29.265567792600997, 10.716876260955], [29.009003250551, 11.470269539679], [28.685178188765, 11.158039810127999]]"
875,501,577,564,"[[34.135896571612, 12.297678971614001], [34.125640333423, 11.843451973844], [34.423156721934, 12.050279782218], [34.135896571612, 12.297678971614001]]"
876,613,463,521,"[[28.786768280918004, 12.019441910067], [29.227119169428, 11.824938296858], [29.052436243209996, 12.350674702358], [28.786768280918004, 12.019441910067]]"
877,399,540,397,"[[28.172062713437, 12.315649371067], [28.569129714466, 12.468814103242], [28.125316463125, 12.689365989238999], [28.172062713437, 12.315649371067]]"
878,473,621,618,"[[27.643205279447, 12.755377924557], [27.156656088702, 12.671165040813], [27.505263205654, 12.301168492633], [27.643205279447, 12.755377924557]]"
879,578,582,579,"[[32.871159451142, 11.512264558315001], [32.77954448746, 10.537951701233], [33.282039865729, 11.335901824265001], [32.871159451142, 11.512264558315001]]"
880,618,556,558,"[[27.505263205654, 12.301168492633], [27.432873406838002, 11.773957180748], [27.878307541269002, 11.986499246766], [27.505263205654, 12.301168492633]]"
881,588,576,577,"[[33.706411590696995, 11.56220570691], [34.158179734333, 11.394458319389], [34.125640333423, 11.843451973844], [33.706411590696995, 11.56220570691]]"
882,397,473,398,"[[28.125316463125, 12.689365989238999], [27.643205279447, 12.755377924557], [27.855259907098, 12.421663959707], [28.125316463125, 12.689365989238999]]"
883,463,613,567,"[[29.227119169428, 11.824938296858], [28.786768280918004, 12.019441910067], [29.009003250551, 11.470269539679], [29.227119169428, 11.824938296858]]"
884,560,538,580,"[[38.541869534351, 10.534371518573], [38.104158446447, 11.425761329684], [37.594680688419, 10.624724363608001], [38.541869534351, 10.534371518573]]"
885,462,490,576,"[[34.498457750929, 10.533962632490999], [34.737620062599, 11.388170599224], [34.158179734333, 11.394458319389], [34.498457750929, 10.533962632490999]]"
886,605,613,540,"[[28.369990630461, 12.038700674248], [28.786768280918004, 12.019441910067], [28.569129714466, 12.468814103242], [28.369990630461, 12.038700674248]]"
887,577,490,564,"[[34.125640333423, 11.843451973844], [34.737620062599, 11.388170599224], [34.423156721934, 12.050279782218], [34.125640333423, 11.843451973844]]"
888,444,446,500,"[[33.50451752357, 12.306770512239002], [33.855106809377, 12.206876532104001], [33.821285430177, 12.500480119102], [33.50451752357, 12.306770512239002]]"
889,468,22,245,"[[0.977893532145, -1.422482456859], [0.8501756569399999, -0.344441649274], [0.259149844413, -0.616031285029], [0.977893532145, -1.422482456859]]"
890,454,483,7,"[[2.942868344466, 2.678012957161], [3.3423031613810004, 2.181572491445], [3.4314929593790002, 2.709653804496], [2.942868344466, 2.678012957161]]"
891,454,484,482,"[[2.942868344466, 2.678012957161], [2.426882956217, 2.705049746208], [2.726034764693, 2.180863662658], [2.942868344466, 2.678012957161]]"
892,622,623,624,"[[4.025968127582, 2.3635960284169997], [3.7573704230229996, 1.6381287352720002], [4.63420647144, 1.820073683601], [4.025968127582, 2.3635960284169997]]"
893,625,59,546,"[[2.011066519183, -0.044322228694], [1.3636289990450001, 0.159680123394], [1.614884606926, -0.7426773791529999], [2.011066519183, -0.044322228694]]"
894,483,622,7,"[[3.3423031613810004, 2.181572491445], [4.025968127582, 2.3635960284169997], [3.4314929593790002, 2.709653804496], [3.3423031613810004, 2.181572491445]]"
895,526,571,626,"[[22.356956275117003, 12.647261118552999], [21.695911636885, 12.014048376705], [22.465915470609, 11.953145597674999], [22.356956275117003, 12.647261118552999]]"
896,626,527,526,"[[22.465915470609, 11.953145597674999], [22.990859258015, 12.661180079119001], [22.356956275117003, 12.647261118552999], [22.465915470609, 11.953145597674999]]"
897,607,627,403,"[[24.235390487384, 12.709129869286], [24.624835531987, 12.448580371649001], [24.660576422233, 13.007035657202001], [24.235390487384, 12.709129869286]]"
898,492,627,593,"[[25.030992223178, 12.748631179872], [24.624835531987, 12.448580371649001], [25.10740122711, 12.349836500093], [25.030992223178, 12.748631179872]]"
899,466,478,408,"[[9.704100055172, 8.670366963009], [10.081453590376, 9.435267965750999], [9.46483933805, 9.491898090872], [9.704100055172, 8.670366963009]]"
900,608,628,629,"[[13.944746879119, 11.904110903805], [13.648551647634001, 11.331802362978001], [14.095439945727, 11.055104221973], [13.944746879119, 11.904110903805]]"
901,485,506,597,"[[2.236605220803, 2.269380239095], [1.80874658472, 2.134154992533], [2.326175918788, 1.734158285328], [2.236605220803, 2.269380239095]]"
902,485,597,482,"[[2.236605220803, 2.269380239095], [2.326175918788, 1.734158285328], [2.726034764693, 2.180863662658], [2.236605220803, 2.269380239095]]"
903,592,572,424,"[[1.949679975045, 0.683253056842], [1.5499106217969998, 1.182760158652], [1.238590705791, 0.782300015547], [1.949679975045, 0.683253056842]]"
904,482,597,630,"[[2.726034764693, 2.180863662658], [2.326175918788, 1.734158285328], [3.027888277712, 1.5821187106760002], [2.726034764693, 2.180863662658]]"
905,631,568,519,"[[14.581742458645001, 11.665547825407], [15.383111554609, 11.494726654851], [14.834827414714, 12.243450512448002], [14.581742458645001, 11.665547825407]]"
906,555,632,590,"[[16.412699900727, 12.235306961364], [16.28722225439, 11.435345593088], [17.057155051492, 11.747926004753001], [16.412699900727, 12.235306961364]]"
907,394,464,523,"[[29.602234674903002, 12.005867236865999], [29.570319025169, 11.330991400761], [30.127386488277, 11.4836185606], [29.602234674903002, 12.005867236865999]]"
908,633,634,557,"[[27.757686064217, 10.628041922153999], [28.191286782916002, 11.169127237232999], [27.784185733718, 11.404431914615], [27.757686064217, 10.628041922153999]]"
909,621,178,177,"[[27.156656088702, 12.671165040813], [27.428698117099, 13.188833210439], [26.977932830628, 13.085833268907], [27.156656088702, 12.671165040813]]"
910,473,178,621,"[[27.643205279447, 12.755377924557], [27.428698117099, 13.188833210439], [27.156656088702, 12.671165040813], [27.643205279447, 12.755377924557]]"
911,598,8,635,"[[4.094820808214, 3.382463743293], [3.687289016475, 3.069021080454], [4.219620623072, 2.810133100929], [4.094820808214, 3.382463743293]]"
912,609,636,637,"[[5.247666315330001, 4.335889991613], [5.793176410447, 4.223863761625], [5.565607131641, 4.781590130291], [5.247666315330001, 4.335889991613]]"
913,425,535,554,"[[10.570443440721, 10.343367685212], [10.912322303835001, 9.619093177843], [11.124042741122999, 10.252033770921], [10.570443440721, 10.343367685212]]"
914,574,554,535,"[[11.760987843771, 9.878971298518], [11.124042741122999, 10.252033770921], [10.912322303835001, 9.619093177843], [11.760987843771, 9.878971298518]]"
915,638,566,634,"[[28.590765947702998, 10.482270487227], [28.685178188765, 11.158039810127999], [28.191286782916002, 11.169127237232999], [28.590765947702998, 10.482270487227]]"
916,428,587,620,"[[31.451238890423003, 12.513080607767], [31.199074562704002, 11.71792737826], [31.756938346471, 11.782879747528998], [31.451238890423003, 12.513080607767]]"
917,566,638,606,"[[28.685178188765, 11.158039810127999], [28.590765947702998, 10.482270487227], [29.265567792600997, 10.716876260955], [28.685178188765, 11.158039810127999]]"
918,621,507,618,"[[27.156656088702, 12.671165040813], [27.09289540605, 12.086711692332], [27.505263205654, 12.301168492633], [27.156656088702, 12.671165040813]]"
919,581,639,640,"[[4.519455794633, 3.630947440359], [4.6019266500819995, 3.100290379221], [5.183906977494, 3.23030603018], [4.519455794633, 3.630947440359]]"
920,7,635,8,"[[3.4314929593790002, 2.709653804496], [4.219620623072, 2.810133100929], [3.687289016475, 3.069021080454], [3.4314929593790002, 2.709653804496]]"
921,482,630,483,"[[2.726034764693, 2.180863662658], [3.027888277712, 1.5821187106760002], [3.3423031613810004, 2.181572491445], [2.726034764693, 2.180863662658]]"
922,149,591,597,"[[1.633072458255, 1.683054474554], [2.034561284518, 1.273707474236], [2.326175918788, 1.734158285328], [1.633072458255, 1.683054474554]]"
923,641,630,597,"[[2.609202980952, 1.065682896232], [3.027888277712, 1.5821187106760002], [2.326175918788, 1.734158285328], [2.609202980952, 1.065682896232]]"
924,597,591,641,"[[2.326175918788, 1.734158285328], [2.034561284518, 1.273707474236], [2.609202980952, 1.065682896232], [2.326175918788, 1.734158285328]]"
925,572,592,591,"[[1.5499106217969998, 1.182760158652], [1.949679975045, 0.683253056842], [2.034561284518, 1.273707474236], [1.5499106217969998, 1.182760158652]]"
926,591,592,641,"[[2.034561284518, 1.273707474236], [1.949679975045, 0.683253056842], [2.609202980952, 1.065682896232], [2.034561284518, 1.273707474236]]"
927,642,475,474,"[[19.346190542962, 11.437765887464002], [19.988746376119, 12.208752905229002], [19.25693442582, 12.38267652225], [19.346190542962, 11.437765887464002]]"
928,555,534,632,"[[16.412699900727, 12.235306961364], [15.843138767867998, 12.233975760598], [16.28722225439, 11.435345593088], [16.412699900727, 12.235306961364]]"
929,558,399,398,"[[27.878307541269002, 11.986499246766], [28.172062713437, 12.315649371067], [27.855259907098, 12.421663959707], [27.878307541269002, 11.986499246766]]"
930,400,104,528,"[[26.592893174697, 12.794465115898], [26.197411576267, 13.097894211305], [26.037012756316, 12.708216379105], [26.592893174697, 12.794465115898]]"
931,598,639,581,"[[4.094820808214, 3.382463743293], [4.6019266500819995, 3.100290379221], [4.519455794633, 3.630947440359], [4.094820808214, 3.382463743293]]"
932,479,559,643,"[[6.446404404778, 5.18659388703], [5.970853280611, 5.660366645816], [5.898902130428, 5.122122372641], [6.446404404778, 5.18659388703]]"
933,7,622,635,"[[3.4314929593790002, 2.709653804496], [4.025968127582, 2.3635960284169997], [4.219620623072, 2.810133100929], [3.4314929593790002, 2.709653804496]]"
934,552,598,581,"[[3.956158022596, 3.916618776428], [4.094820808214, 3.382463743293], [4.519455794633, 3.630947440359], [3.956158022596, 3.916618776428]]"
935,622,644,635,"[[4.025968127582, 2.3635960284169997], [5.00189312374, 2.511947310364], [4.219620623072, 2.810133100929], [4.025968127582, 2.3635960284169997]]"
936,598,635,639,"[[4.094820808214, 3.382463743293], [4.219620623072, 2.810133100929], [4.6019266500819995, 3.100290379221], [4.094820808214, 3.382463743293]]"
937,640,639,644,"[[5.183906977494, 3.23030603018], [4.6019266500819995, 3.100290379221], [5.00189312374, 2.511947310364], [5.183906977494, 3.23030603018]]"
938,496,581,640,"[[4.961000296591, 3.912601670365], [4.519455794633, 3.630947440359], [5.183906977494, 3.23030603018], [4.961000296591, 3.912601670365]]"
939,639,635,644,"[[4.6019266500819995, 3.100290379221], [4.219620623072, 2.810133100929], [5.00189312374, 2.511947310364], [4.6019266500819995, 3.100290379221]]"
940,610,465,375,"[[8.346200485161999, 7.046035594073], [8.435296140196, 7.917698258954], [7.814331259862, 7.641678210836001], [8.346200485161999, 7.046035594073]]"
941,623,622,483,"[[3.7573704230229996, 1.6381287352720002], [4.025968127582, 2.3635960284169997], [3.3423031613810004, 2.181572491445], [3.7573704230229996, 1.6381287352720002]]"
942,645,646,647,"[[6.044936800172, 2.733049142869], [6.357431008056, 3.6947009206129997], [5.620161028688001, 3.640171770741], [6.044936800172, 2.733049142869]]"
943,478,466,604,"[[10.081453590376, 9.435267965750999], [9.704100055172, 8.670366963009], [10.61214682408, 8.924335390090999], [10.081453590376, 9.435267965750999]]"
944,648,631,629,"[[14.863495331131, 10.609104591332], [14.581742458645001, 11.665547825407], [14.095439945727, 11.055104221973], [14.863495331131, 10.609104591332]]"
945,59,625,592,"[[1.3636289990450001, 0.159680123394], [2.011066519183, -0.044322228694], [1.949679975045, 0.683253056842], [1.3636289990450001, 0.159680123394]]"
946,649,641,592,"[[2.6991718479110003, 0.215332540654], [2.609202980952, 1.065682896232], [1.949679975045, 0.683253056842], [2.6991718479110003, 0.215332540654]]"
947,474,650,642,"[[19.25693442582, 12.38267652225], [18.623670102252, 11.721864424081], [19.346190542962, 11.437765887464002], [19.25693442582, 12.38267652225]]"
948,590,651,415,"[[17.057155051492, 11.747926004753001], [17.857356134123002, 11.495375375539], [17.489001352515, 12.454013691414001], [17.057155051492, 11.747926004753001]]"
949,105,400,177,"[[26.620872848751002, 13.299143818513999], [26.592893174697, 12.794465115898], [26.977932830628, 13.085833268907], [26.620872848751002, 13.299143818513999]]"
950,418,286,331,"[[39.765583942948, 11.810883661852], [40.066151507409, 12.240135531731], [39.479008750955, 12.285885930476999], [39.765583942948, 11.810883661852]]"
951,177,400,621,"[[26.977932830628, 13.085833268907], [26.592893174697, 12.794465115898], [27.156656088702, 12.671165040813], [26.977932830628, 13.085833268907]]"
952,400,652,508,"[[26.592893174697, 12.794465115898], [26.368177992392997, 12.327711863992], [26.779905944710997, 12.362575928308999], [26.592893174697, 12.794465115898]]"
953,127,298,137,"[[31.075651188695, 13.299672823627999], [31.072712942553, 12.886626781578], [31.419786169935, 13.157807054119], [31.075651188695, 13.299672823627999]]"
954,643,550,637,"[[5.898902130428, 5.122122372641], [5.417049644249, 5.356806056947], [5.565607131641, 4.781590130291], [5.898902130428, 5.122122372641]]"
955,410,530,529,"[[6.804705352292, 7.226315590613001], [6.811499213957, 6.5637210182659995], [7.470107036967, 7.026457242216001], [6.804705352292, 7.226315590613001]]"
956,427,502,239,"[[34.136783512873, 12.988746781568], [34.186959159488, 12.649830144225], [34.543575441617996, 12.836570111103999], [34.136783512873, 12.988746781568]]"
957,306,240,242,"[[32.180496019168, 13.177654546418], [32.551905054468996, 13.383850111178], [32.316666666667, 13.833333333333002], [32.180496019168, 13.177654546418]]"
958,576,460,462,"[[34.158179734333, 11.394458319389], [33.677801170483, 10.682433906233], [34.498457750929, 10.533962632490999], [34.158179734333, 11.394458319389]]"
959,460,588,579,"[[33.677801170483, 10.682433906233], [33.706411590696995, 11.56220570691], [33.282039865729, 11.335901824265001], [33.677801170483, 10.682433906233]]"
960,504,500,487,"[[33.470093806687004, 12.712030488978], [33.821285430177, 12.500480119102], [33.863936682967, 12.782412669358001], [33.470093806687004, 12.712030488978]]"
961,394,442,521,"[[29.602234674903002, 12.005867236865999], [29.369945882866997, 12.493448291715], [29.052436243209996, 12.350674702358], [29.602234674903002, 12.005867236865999]]"
962,589,653,601,"[[26.94974695424, 11.470301614451001], [26.377240951381, 11.207184624136], [26.908699033507, 10.802690138712], [26.94974695424, 11.470301614451001]]"
963,615,565,605,"[[28.154538637277998, 11.699872963661], [28.537324356819, 11.665840879146], [28.369990630461, 12.038700674248], [28.154538637277998, 11.699872963661]]"
964,530,531,481,"[[6.811499213957, 6.5637210182659995], [6.319354992817, 6.1432296523979995], [6.880376518766, 5.797451842796001], [6.811499213957, 6.5637210182659995]]"
965,654,481,655,"[[7.632873629132, 6.310111740672999], [6.880376518766, 5.797451842796001], [7.811304597247, 5.451250865945999], [7.632873629132, 6.310111740672999]]"
966,513,600,299,"[[36.527292602332004, 11.5282337612], [37.030434443902, 11.159453413857], [37.090743713753, 12.04244414331], [36.527292602332004, 11.5282337612]]"
967,299,600,537,"[[37.090743713753, 12.04244414331], [37.030434443902, 11.159453413857], [37.591978335601, 11.653641579556], [37.090743713753, 12.04244414331]]"
968,584,656,583,"[[12.675747406078, 11.250526682319999], [13.248854380221, 11.140015205944], [13.074121437054, 11.683105453426002], [12.675747406078, 11.250526682319999]]"
969,657,656,584,"[[12.967835032238, 10.524448125117], [13.248854380221, 11.140015205944], [12.675747406078, 11.250526682319999], [12.967835032238, 10.524448125117]]"
970,471,583,573,"[[12.572740538462998, 11.933191207404], [13.074121437054, 11.683105453426002], [13.063041423739998, 12.242035899503], [12.572740538462998, 11.933191207404]]"
971,361,573,658,"[[13.596088863994998, 12.400837842367], [13.063041423739998, 12.242035899503], [13.440593145767, 11.968551192829], [13.596088863994998, 12.400837842367]]"
972,584,471,536,"[[12.675747406078, 11.250526682319999], [12.572740538462998, 11.933191207404], [12.198915974030001, 11.422693358726999], [12.675747406078, 11.250526682319999]]"
973,608,361,658,"[[13.944746879119, 11.904110903805], [13.596088863994998, 12.400837842367], [13.440593145767, 11.968551192829], [13.944746879119, 11.904110903805]]"
974,360,573,361,"[[13.198132628246, 12.763238517767999], [13.063041423739998, 12.242035899503], [13.596088863994998, 12.400837842367], [13.198132628246, 12.763238517767999]]"
975,658,573,583,"[[13.440593145767, 11.968551192829], [13.063041423739998, 12.242035899503], [13.074121437054, 11.683105453426002], [13.440593145767, 11.968551192829]]"
976,536,414,599,"[[12.198915974030001, 11.422693358726999], [11.691937554169, 11.18488563234], [12.22132157375, 10.570076431199], [12.198915974030001, 11.422693358726999]]"
977,584,536,599,"[[12.675747406078, 11.250526682319999], [12.198915974030001, 11.422693358726999], [12.22132157375, 10.570076431199], [12.675747406078, 11.250526682319999]]"
978,656,628,583,"[[13.248854380221, 11.140015205944], [13.648551647634001, 11.331802362978001], [13.074121437054, 11.683105453426002], [13.248854380221, 11.140015205944]]"
979,628,658,583,"[[13.648551647634001, 11.331802362978001], [13.440593145767, 11.968551192829], [13.074121437054, 11.683105453426002], [13.648551647634001, 11.331802362978001]]"
980,629,631,608,"[[14.095439945727, 11.055104221973], [14.581742458645001, 11.665547825407], [13.944746879119, 11.904110903805], [14.095439945727, 11.055104221973]]"
981,584,599,657,"[[12.675747406078, 11.250526682319999], [12.22132157375, 10.570076431199], [12.967835032238, 10.524448125117], [12.675747406078, 11.250526682319999]]"
982,608,658,628,"[[13.944746879119, 11.904110903805], [13.440593145767, 11.968551192829], [13.648551647634001, 11.331802362978001], [13.944746879119, 11.904110903805]]"
983,417,608,631,"[[14.186475611379997, 12.402754886806], [13.944746879119, 11.904110903805], [14.581742458645001, 11.665547825407], [14.186475611379997, 12.402754886806]]"
984,574,659,599,"[[11.760987843771, 9.878971298518], [12.741693467212999, 9.570415458404], [12.22132157375, 10.570076431199], [11.760987843771, 9.878971298518]]"
985,657,659,660,"[[12.967835032238, 10.524448125117], [12.741693467212999, 9.570415458404], [13.917517166019001, 10.178794377322001], [12.967835032238, 10.524448125117]]"
986,660,656,657,"[[13.917517166019001, 10.178794377322001], [13.248854380221, 11.140015205944], [12.967835032238, 10.524448125117], [13.917517166019001, 10.178794377322001]]"
