cid,eid1,eid2,eid3,xy
1401,811,812,813,"[[39.348797841357005, 4.066425], [39.12993132982, 5.433916990821], [37.196645810836, 5.084820646901], [39.348797841357005, 4.066425]]"
1402,814,777,773,"[[38.203444848648, 6.782707501646001], [39.822653782812, 7.764370774684], [38.81839496207, 8.445664687232], [38.203444848648, 6.782707501646001]]"
1403,815,774,776,"[[41.082803593792, 6.356438132919], [42.103626104408, 6.881025], [41.043874642946, 7.332977178955], [41.082803593792, 6.356438132919]]"
1404,721,695,805,"[[30.841203525851, 9.798538793664], [29.4429571298, 9.704883121147999], [29.975473461155, 8.521315555986], [30.841203525851, 9.798538793664]]"
1405,802,816,803,"[[33.005901713548, 8.01124208651], [31.879710124145998, 6.91995405724], [33.426163171247, 6.0308707874000005], [33.005901713548, 8.01124208651]]"
1406,810,740,784,"[[22.884381822726997, 5.579039060166], [23.531706952270003, 7.724298251303001], [22.007782496588, 7.557851685446], [22.884381822726997, 5.579039060166]]"
1407,810,817,806,"[[22.884381822726997, 5.579039060166], [25.352828067645998, 4.866170194344], [24.759006492086, 6.7507115001789995], [22.884381822726997, 5.579039060166]]"
1408,815,776,778,"[[41.082803593792, 6.356438132919], [41.043874642946, 7.332977178955], [39.807553428201, 6.605994896992001], [41.082803593792, 6.356438132919]]"
1409,702,760,818,"[[15.288895219484, 8.87518770322], [14.810865209321001, 7.198021893942999], [16.917304551007, 6.912682262277], [15.288895219484, 8.87518770322]]"
1410,735,818,809,"[[17.845561695937, 8.794025135176], [16.917304551007, 6.912682262277], [18.953014459399, 7.075378645560001], [17.845561695937, 8.794025135176]]"
1411,819,820,821,"[[2.522837637351, -5.053249119885], [3.536030421694, -6.4067], [4.392530257203, -4.696015076448], [2.522837637351, -5.053249119885]]"
1412,737,782,714,"[[6.471999864296, -1.167752840095], [8.242116071401, -2.654624458197], [7.903134167352, -0.09304671567299999], [6.471999864296, -1.167752840095]]"
1413,783,759,770,"[[13.607484925456, 4.286712571931], [14.025216913910999, 5.878212738553], [12.532369987674, 5.7727952789509995], [13.607484925456, 4.286712571931]]"
1414,758,770,759,"[[12.967733228977, 7.083369303135999], [12.532369987674, 5.7727952789509995], [14.025216913910999, 5.878212738553], [12.967733228977, 7.083369303135999]]"
1415,659,765,661,"[[12.741693467212999, 9.570415458404], [12.992940979470001, 8.338339617277], [13.961278243399, 8.866257341282001], [12.741693467212999, 9.570415458404]]"
1416,760,765,758,"[[14.810865209321001, 7.198021893942999], [12.992940979470001, 8.338339617277], [12.967733228977, 7.083369303135999], [14.810865209321001, 7.198021893942999]]"
1417,754,757,750,"[[12.038102184515, 2.939420078107], [9.89222461572, 3.1533732225230002], [10.608851987754, 1.614054645611], [12.038102184515, 2.939420078107]]"
1418,753,750,751,"[[12.397744029519998, 0.577921431088], [10.608851987754, 1.614054645611], [9.933975900794, -0.235691198303], [12.397744029519998, 0.577921431088]]"
1419,822,795,794,"[[29.233495400387998, 6.746430791012], [28.622865095748, 8.411031227222], [27.897902663129997, 6.9118858395560006], [29.233495400387998, 6.746430791012]]"
1420,822,805,795,"[[29.233495400387998, 6.746430791012], [29.975473461155, 8.521315555986], [28.622865095748, 8.411031227222], [29.233495400387998, 6.746430791012]]"
1421,735,679,818,"[[17.845561695937, 8.794025135176], [16.601758225775, 9.040259043773], [16.917304551007, 6.912682262277], [17.845561695937, 8.794025135176]]"
1422,823,743,809,"[[20.657761126092, 5.868725727065001], [20.562058880734, 8.105040340331], [18.953014459399, 7.075378645560001], [20.657761126092, 5.868725727065001]]"
1423,677,779,824,"[[37.792460164161, 9.42032397535], [36.245312399835, 8.560710626687], [37.391211698140005, 7.925156163992], [37.792460164161, 9.42032397535]]"
1424,785,825,826,"[[41.269940332287, 5.3998682188250005], [42.103626104408, 4.87205], [42.103626104408, 5.8765375], [41.269940332287, 5.3998682188250005]]"
1425,822,827,805,"[[29.233495400387998, 6.746430791012], [30.549369409331998, 7.274758752312], [29.975473461155, 8.521315555986], [29.233495400387998, 6.746430791012]]"
1426,828,811,813,"[[36.593969578305995, 3.2608], [39.348797841357005, 4.066425], [37.196645810836, 5.084820646901], [36.593969578305995, 3.2608]]"
1427,812,811,787,"[[39.12993132982, 5.433916990821], [39.348797841357005, 4.066425], [40.726211972882, 4.4692375], [39.12993132982, 5.433916990821]]"
1428,777,814,778,"[[39.822653782812, 7.764370774684], [38.203444848648, 6.782707501646001], [39.807553428201, 6.605994896992001], [39.822653782812, 7.764370774684]]"
1429,778,814,812,"[[39.807553428201, 6.605994896992001], [38.203444848648, 6.782707501646001], [39.12993132982, 5.433916990821], [39.807553428201, 6.605994896992001]]"
1430,812,814,813,"[[39.12993132982, 5.433916990821], [38.203444848648, 6.782707501646001], [37.196645810836, 5.084820646901], [39.12993132982, 5.433916990821]]"
1431,759,783,829,"[[14.025216913910999, 5.878212738553], [13.607484925456, 4.286712571931], [15.827769828244, 4.936533574818], [14.025216913910999, 5.878212738553]]"
1432,760,661,765,"[[14.810865209321001, 7.198021893942999], [13.961278243399, 8.866257341282001], [12.992940979470001, 8.338339617277], [14.810865209321001, 7.198021893942999]]"
1433,760,759,829,"[[14.810865209321001, 7.198021893942999], [14.025216913910999, 5.878212738553], [15.827769828244, 4.936533574818], [14.810865209321001, 7.198021893942999]]"
1434,702,661,760,"[[15.288895219484, 8.87518770322], [13.961278243399, 8.866257341282001], [14.810865209321001, 7.198021893942999], [15.288895219484, 8.87518770322]]"
1435,810,784,823,"[[22.884381822726997, 5.579039060166], [22.007782496588, 7.557851685446], [20.657761126092, 5.868725727065001], [22.884381822726997, 5.579039060166]]"
1436,710,757,688,"[[8.685015112704999, 1.801308348676], [9.89222461572, 3.1533732225230002], [8.332029793512, 3.49112472364], [8.685015112704999, 1.801308348676]]"
1437,754,767,757,"[[12.038102184515, 2.939420078107], [10.366267214158, 4.4669966384310005], [9.89222461572, 3.1533732225230002], [12.038102184515, 2.939420078107]]"
1438,830,813,814,"[[35.86373754879, 6.528756486891], [37.196645810836, 5.084820646901], [38.203444848648, 6.782707501646001], [35.86373754879, 6.528756486891]]"
1439,773,824,814,"[[38.81839496207, 8.445664687232], [37.391211698140005, 7.925156163992], [38.203444848648, 6.782707501646001], [38.81839496207, 8.445664687232]]"
1440,831,794,808,"[[27.865054185391003, 4.943254198037], [27.897902663129997, 6.9118858395560006], [26.470203102166, 6.506269024679001], [27.865054185391003, 4.943254198037]]"
1441,831,822,794,"[[27.865054185391003, 4.943254198037], [29.233495400387998, 6.746430791012], [27.897902663129997, 6.9118858395560006], [27.865054185391003, 4.943254198037]]"
1442,817,810,832,"[[25.352828067645998, 4.866170194344], [22.884381822726997, 5.579039060166], [23.690377113669, 3.581617656717], [25.352828067645998, 4.866170194344]]"
1443,833,834,832,"[[21.07276763267, 3.4311427698659998], [23.365906838899, 1.5738700184810002], [23.690377113669, 3.581617656717], [21.07276763267, 3.4311427698659998]]"
1444,835,836,837,"[[32.092092003402, 3.8447499117210002], [30.640596371715002, 5.351668808504], [29.249749057282, 3.1652074858340002], [32.092092003402, 3.8447499117210002]]"
1445,807,799,721,"[[31.443244038757, 8.512875338144], [32.292473794554, 9.506489889933], [30.841203525851, 9.798538793664], [31.443244038757, 8.512875338144]]"
1446,823,784,743,"[[20.657761126092, 5.868725727065001], [22.007782496588, 7.557851685446], [20.562058880734, 8.105040340331], [20.657761126092, 5.868725727065001]]"
1447,808,806,817,"[[26.470203102166, 6.506269024679001], [24.759006492086, 6.7507115001789995], [25.352828067645998, 4.866170194344], [26.470203102166, 6.506269024679001]]"
1448,662,702,679,"[[15.911216244398, 10.438757193006001], [15.288895219484, 8.87518770322], [16.601758225775, 9.040259043773], [15.911216244398, 10.438757193006001]]"
1449,818,679,702,"[[16.917304551007, 6.912682262277], [16.601758225775, 9.040259043773], [15.288895219484, 8.87518770322], [16.917304551007, 6.912682262277]]"
1450,760,829,818,"[[14.810865209321001, 7.198021893942999], [15.827769828244, 4.936533574818], [16.917304551007, 6.912682262277], [14.810865209321001, 7.198021893942999]]"
1451,809,743,738,"[[18.953014459399, 7.075378645560001], [20.562058880734, 8.105040340331], [19.317111790615, 9.128950696309], [18.953014459399, 7.075378645560001]]"
1452,782,751,714,"[[8.242116071401, -2.654624458197], [9.933975900794, -0.235691198303], [7.903134167352, -0.09304671567299999], [8.242116071401, -2.654624458197]]"
1453,783,838,829,"[[13.607484925456, 4.286712571931], [14.513938048678, 2.181539076944], [15.827769828244, 4.936533574818], [13.607484925456, 4.286712571931]]"
1454,827,807,805,"[[30.549369409331998, 7.274758752312], [31.443244038757, 8.512875338144], [29.975473461155, 8.521315555986], [30.549369409331998, 7.274758752312]]"
1455,799,807,802,"[[32.292473794554, 9.506489889933], [31.443244038757, 8.512875338144], [33.005901713548, 8.01124208651], [32.292473794554, 9.506489889933]]"
1456,822,831,836,"[[29.233495400387998, 6.746430791012], [27.865054185391003, 4.943254198037], [30.640596371715002, 5.351668808504], [29.233495400387998, 6.746430791012]]"
1457,802,800,461,"[[33.005901713548, 8.01124208651], [34.642288425554, 7.912136848369], [33.735246256373, 9.401867173436], [33.005901713548, 8.01124208651]]"
1458,827,816,807,"[[30.549369409331998, 7.274758752312], [31.879710124145998, 6.91995405724], [31.443244038757, 8.512875338144], [30.549369409331998, 7.274758752312]]"
1459,836,827,822,"[[30.640596371715002, 5.351668808504], [30.549369409331998, 7.274758752312], [29.233495400387998, 6.746430791012], [30.640596371715002, 5.351668808504]]"
1460,839,828,840,"[[33.839141315255, 2.455175], [36.593969578305995, 3.2608], [34.809805646583, 4.515461288729], [33.839141315255, 2.455175]]"
1461,807,816,802,"[[31.443244038757, 8.512875338144], [31.879710124145998, 6.91995405724], [33.005901713548, 8.01124208651], [31.443244038757, 8.512875338144]]"
1462,827,836,816,"[[30.549369409331998, 7.274758752312], [30.640596371715002, 5.351668808504], [31.879710124145998, 6.91995405724], [30.549369409331998, 7.274758752312]]"
1463,803,816,836,"[[33.426163171247, 6.0308707874000005], [31.879710124145998, 6.91995405724], [30.640596371715002, 5.351668808504], [33.426163171247, 6.0308707874000005]]"
1464,835,839,840,"[[32.092092003402, 3.8447499117210002], [33.839141315255, 2.455175], [34.809805646583, 4.515461288729], [32.092092003402, 3.8447499117210002]]"
1465,840,813,830,"[[34.809805646583, 4.515461288729], [37.196645810836, 5.084820646901], [35.86373754879, 6.528756486891], [34.809805646583, 4.515461288729]]"
1466,829,841,818,"[[15.827769828244, 4.936533574818], [18.507511606584, 4.714830498962], [16.917304551007, 6.912682262277], [15.827769828244, 4.936533574818]]"
1467,842,834,843,"[[22.819828263051, -0.767325], [23.365906838899, 1.5738700184810002], [20.870031671183, 0.8422934869259999], [22.819828263051, -0.767325]]"
1468,778,812,786,"[[39.807553428201, 6.605994896992001], [39.12993132982, 5.433916990821], [40.310490464352, 5.625857881720999], [39.807553428201, 6.605994896992001]]"
1469,826,774,815,"[[42.103626104408, 5.8765375], [42.103626104408, 6.881025], [41.082803593792, 6.356438132919], [42.103626104408, 5.8765375]]"
1470,785,826,815,"[[41.269940332287, 5.3998682188250005], [42.103626104408, 5.8765375], [41.082803593792, 6.356438132919], [41.269940332287, 5.3998682188250005]]"
1471,786,785,815,"[[40.310490464352, 5.625857881720999], [41.269940332287, 5.3998682188250005], [41.082803593792, 6.356438132919], [40.310490464352, 5.625857881720999]]"
1472,787,825,785,"[[40.726211972882, 4.4692375], [42.103626104408, 4.87205], [41.269940332287, 5.3998682188250005], [40.726211972882, 4.4692375]]"
1473,778,786,815,"[[39.807553428201, 6.605994896992001], [40.310490464352, 5.625857881720999], [41.082803593792, 6.356438132919], [39.807553428201, 6.605994896992001]]"
1474,787,786,812,"[[40.726211972882, 4.4692375], [40.310490464352, 5.625857881720999], [39.12993132982, 5.433916990821], [40.726211972882, 4.4692375]]"
1475,814,824,830,"[[38.203444848648, 6.782707501646001], [37.391211698140005, 7.925156163992], [35.86373754879, 6.528756486891], [38.203444848648, 6.782707501646001]]"
1476,840,828,813,"[[34.809805646583, 4.515461288729], [36.593969578305995, 3.2608], [37.196645810836, 5.084820646901], [34.809805646583, 4.515461288729]]"
1477,677,824,773,"[[37.792460164161, 9.42032397535], [37.391211698140005, 7.925156163992], [38.81839496207, 8.445664687232], [37.792460164161, 9.42032397535]]"
1478,824,779,830,"[[37.391211698140005, 7.925156163992], [36.245312399835, 8.560710626687], [35.86373754879, 6.528756486891], [37.391211698140005, 7.925156163992]]"
1479,754,838,783,"[[12.038102184515, 2.939420078107], [14.513938048678, 2.181539076944], [13.607484925456, 4.286712571931], [12.038102184515, 2.939420078107]]"
1480,833,823,841,"[[21.07276763267, 3.4311427698659998], [20.657761126092, 5.868725727065001], [18.507511606584, 4.714830498962], [21.07276763267, 3.4311427698659998]]"
1481,832,810,833,"[[23.690377113669, 3.581617656717], [22.884381822726997, 5.579039060166], [21.07276763267, 3.4311427698659998], [23.690377113669, 3.581617656717]]"
1482,819,747,844,"[[2.522837637351, -5.053249119885], [0.602133574194, -4.931937633556], [1.278056715306, -5.983065047376], [2.522837637351, -5.053249119885]]"
1483,844,845,846,"[[1.278056715306, -5.983065047376], [0.781202158643, -7.212325], [2.1586162901690003, -6.8095125], [1.278056715306, -5.983065047376]]"
1484,779,800,830,"[[36.245312399835, 8.560710626687], [34.642288425554, 7.912136848369], [35.86373754879, 6.528756486891], [36.245312399835, 8.560710626687]]"
1485,803,830,800,"[[33.426163171247, 6.0308707874000005], [35.86373754879, 6.528756486891], [34.642288425554, 7.912136848369], [33.426163171247, 6.0308707874000005]]"
1486,847,848,746,"[[-1.9736261044080001, -6.008975], [-0.985630238098, -6.630756104466999], [-0.8376999220110001, -5.476405417874], [-1.9736261044080001, -6.008975]]"
1487,746,849,747,"[[-0.8376999220110001, -5.476405417874], [0.092495606939, -6.217636883560999], [0.602133574194, -4.931937633556], [-0.8376999220110001, -5.476405417874]]"
1488,745,728,747,"[[0.24214504699900002, -3.6698993492009997], [-0.8000594901170001, -4.360158963948], [0.602133574194, -4.931937633556], [0.24214504699900002, -3.6698993492009997]]"
1489,746,756,847,"[[-0.8376999220110001, -5.476405417874], [-1.9736261044080001, -5.0044875], [-1.9736261044080001, -6.008975], [-0.8376999220110001, -5.476405417874]]"
1490,728,756,746,"[[-0.8000594901170001, -4.360158963948], [-1.9736261044080001, -5.0044875], [-0.8376999220110001, -5.476405417874], [-0.8000594901170001, -4.360158963948]]"
1491,849,746,848,"[[0.092495606939, -6.217636883560999], [-0.8376999220110001, -5.476405417874], [-0.985630238098, -6.630756104466999], [0.092495606939, -6.217636883560999]]"
1492,848,847,850,"[[-0.985630238098, -6.630756104466999], [-1.9736261044080001, -6.008975], [-1.9736261044080001, -7.0134625], [-0.985630238098, -6.630756104466999]]"
1493,850,851,852,"[[-1.9736261044080001, -7.0134625], [-1.9736261044080001, -8.01795], [-1.0138261474349999, -7.737265047436], [-1.9736261044080001, -7.0134625]]"
1494,850,852,848,"[[-1.9736261044080001, -7.0134625], [-1.0138261474349999, -7.737265047436], [-0.985630238098, -6.630756104466999], [-1.9736261044080001, -7.0134625]]"
1495,849,853,845,"[[0.092495606939, -6.217636883560999], [-0.116311994396, -7.474795023717999], [0.781202158643, -7.212325], [0.092495606939, -6.217636883560999]]"
1496,747,849,844,"[[0.602133574194, -4.931937633556], [0.092495606939, -6.217636883560999], [1.278056715306, -5.983065047376], [0.602133574194, -4.931937633556]]"
1497,747,819,766,"[[0.602133574194, -4.931937633556], [2.522837637351, -5.053249119885], [1.671489618871, -3.9452127621789996], [0.602133574194, -4.931937633556]]"
